"text"	"id"	"code"
"stendhal syndrome condition presence art person engulfed painting hallucinates suffer symptoms depression suicidal behaviour personality disorder grim stuff subject remarkable film italy master horror thriller dario argento boasting unforgettable soundtrack grandfather film music ennio morricone stendhal syndrome magnificent return form argento disappointing american debut trauma patchy opera mediocre films produced young italian director michele soavi late based graziella magherini film stars argento daughter asia young roman police inspector anna manni pursuit brutal rapist killer visiting florence follow leads lured killer alfredo thomas kretschmann art gallery favourite haunt hopes identify tail gallery anna overwhelmed painting faints posing bystander alfredo briefly aid identified pursuer strange game cat mouse begins gripping story evolves coherent surprise familiar argento lumpy narratives stendhal syndrome simple cop hunting killer scenario disturbing compelling study central character psychological disintegration script explores psycho sexual themes intelligence candour sensitive viewers dark themes stendhal syndrome emerges artful effective european thrillers ten years argento working native italy fully exploits opportunities art architecture symbolic statements departure points brilliant hallucinogenic sequences effects whiz sergio stivaletti serves director cinematography giuseppe rotunno consistently excellent film opening minutes segues hallucination flashback real time tremendous style proof inspired argento remains world exhilarating filmmakers cast generally good marred times dubbing english renders speech emotionless asia argento performance turns risky awkward fascinating difficult role relative inexperience screen deserves applause efforts thomas kretschmann chillingly effective alfredo marco leonardi cinema paradiso possibly gorgeous man italy anna work colleague increasingly confused love interest stendhal syndrome single striking element ennio morricone soundtrack active morricone scored films career rate finest efforts variation theme slow circular melody strings wordless female vocal possessed extraordinary haunting beauty lingers long decades argento morricone worked long reunion film fault half hour drags film doesn reach completely satisfying climax closing scenes stendhal syndrome offered qualify films dario argento career note uncut print japanese laserdisc dubs version video dealers world wide web "	365	"Positive"
"warning review spoilers film fail safe haven film proceed caution nutshell relevant intelligent suspenseful drama powerful today end cold war fail safe usa drama minutes screenplay walter bernstein based eugene burdick harvey wheeler produced max youngstein directed sidney lumet review jamahl epsicokhan ironic aspect nuclear war doesn winning side losing side nuclear confrontation loses aftereffects devastating effects impact entire world assuming world survives idea real option avoid war costs theme sidney lumet fail safe fictional drama based eugene burdick harvey wheeler fail safe takes place heart cold war actual film released years cuban missile crisis united states soviet union static discord issue summarized single word communism premise centers combination accidents operation flaws bombers carrying nuclear warheads ordered set routine moscow unidentified aircraft spotted heading america unidentified aircraft turns commercial airliner mechanical failure strikes military base commands bombers suddenly contact standing orders remain receiving directives bomber pilots recalled proceed moscow intention destroying nuclear strike great deal fail safe plot characters attempt devise ways stopping bombers reaching russia borders cost plot compelling story creates urgency dread painting grimmest worst case scenarios reality sets quickly attempt turn bombers fails general bogan frank overton taking orders directly president united states henry fonda powerless fate world lies hands automated pre programmed system stoppable simply creators war machines efficient task make win situation winnable events fail safe fascinating predictable real reason fail safe works understands nuclear war exists confines plot key ingredient film ability create ongoing polemic nuclear war communism cold war united states role film character groeteschele walter matthau arrogant civilian theorist nuclear weapons incidentally president advising staff analyzing statistical plausibility waging nuclear war film pointed messages arise discussions groeteschele key voices early film hosts dinner party explains importance strategy nuclear assault minimize casualties difference million million dead guest asks impatiently forty million groeteschele responds wryly problem groeteschele mindset believes nuclear combat viable method war difference nuclear armageddon conventional warfare raw data casualty totals groeteschele realizes weapons destroy world times answer arms race slow cool situation general black dan herlihy recommended contrary groeteschele lead russia nuclear weapons put america disadvantage stance central paradox misguided practice arms race fail safe sees central issues cold war likewise central theme film continue build machines mass destruction possessing destroy world times wise logical fail safe issue nuclear weapons political ramifications communism scene film deals communism intentionally superficial sided sort achieved groeteschele easily film important character terms larger theme significance addition providing central pro nuclear war voice film warns makes key remarks communists show fear resentment people period prone communism context film suggests hatred glib groeteschele logical trains thought ventures fantasy theoretical prediction absurd labels average marxist unfeeling calculating machine takes preserve groeteschele takes drops warhead moscow soviets instantly surrender retaliate invite counter measures destroy russia home soil preserved costs groeteschele forget people human beings emotions general black quickly reminds soviets attack revenge normal person irony groeteschele mechanical theorizing quick judge enemy doesn realize seemingly programmed thought patterns film makes evident turning bombers impossible question consequences destroying moscow soviet union leader react president convey intentions pass deaths millions people mishap translator buck larry hagman president negotiates length soviet leader scenes prove amazingly taut powerful simplicity lumet long takes fonda hagman frame exchanging dialog president soviet leader detail compromise ultimately reach costly circumstances nuclear incident accomplish avoids war simply isn real consequences dramatically ending powerful herlihy character symbolic matador providing bookend film ending story tying dream sequence film opening fail safe production major hollywood studio released columbia pictures structure high tension suspense thriller expect hollywood film lumet direction walter bernstein intelligent adaptation burdick wheeler film continues lasting effect events screen unfolded film warns automation war make nuclear holocaust unintentional consequence mass arming conscious human choice initialize automatic arming fail safe finds dangerous retrospect arms race puzzling exercises futility century fortunate sides finally senses slow continuing groeteschele dangerous approach speeding causing meltdown "	366	"Positive"
"edward burns tackles picture back previous working class relationship picture unlike previous work film dwells personal story female protagonist back stumbles making slow boring film spark enlivened previous work claudia lauren holly small town waitress feeling stifled life turning point life feels boyfriend michael jon bon jovi broke dead end job marry chance escape town enter charlie edward burns claudia flame skipped town years explanations claudia back town suddenly torn stay stable michael escape hometown ignore instincts fall charlie part answer lies character mother blythe danner fell wrong man spent life pining claudia father return claudia make mistakes past ninety minutes back short genre longer storyline simple uninspired lack energy proceedings makes entire drama tedious edward burns makes misstep casting crucial role egomaniacal flame restrain ego reigns unchecked walks room lauren holly swoons yeah lauren holly central character understand character makes pathetically bad decisions care bon jovi sympathetic character movie acting talents greater bland ineffective role work recommend back film bad simply boring zest aspect film reason spend ninety minutes watching "	367	"Negative"
"hong kong cinema bad spell productions effect laded action adventures combine worst american filmmaking qualities hong kong films nutshell current crop films hong kong maddeningly convoluted visually sumptuous time british colony reverting back mainland ownership lot hong kong talents crossed pacific work productions talents jackie chan rush hour chow yun fat anna king corrupter yuen woo ping matrix moved budget bloated world hollywood filmmaking mixed results add hong kong filmmakers mix star jet li director fight choreographer corey yuen kwai romeo die bears trademarks typical hollywood action film hong kong rhythms film opens nightclub asian couple necking enter group chinese gangsters led kai sing russell wong kai confronts po sing jon kit lee son kai boss leader local chinese family battle breaks bodyguards club kai handily kicks punches opponents club owner silk rapper dmx bears kai henchmen fight ends morning po sing found dead suspicions escalate issac day delroy lindo told murder concern war chinese family explode ruin plans move business corruption legitimate venture issac implores chief security mac issiah washington watch son daughter scene shifts prison china han sing jet li learns brothers murder fights guards dragged disciplined hung upside foot han recovers battle custody blistering display fight choreography stunt work escaping han sets find person responsible brother death romeo die ways fun film absurd assured basic plot gangster wanting legitimate echoes godfather relationship jet li han aaliyah trish day reminds abel ferrera china girl romeo die couple exchange loving glance romance puritanical romance film history performances adequate fully acceptable li showiest part express innocents steadfast determination allayah feature film debut manages carry asked style grace obvious camera loves photogenic part written poor performance affected delro lindo issac day carries film unsung appreciated actor mr lindo turns films performance performers adequate script asks woodside issac son colin performance undirected character changing tone demeanor accordance location unfocused performance reigned written time director andrzej bartkowiak workmanlike job handling film career industry cinematographers bartkiwiak set shots romeo die good pacing film lethargic coming semblance life fight scenes script eric bernt john jarrell focused care characters situations big gambit buying waterfront property facilitate building sports center nfl team needlessly confusing common practice character comic relief film painfully obvious anthony anderson allayah bodyguard maurice comic timing whatsoever things film fight scenes jet li master intricate physical battles film fist legend understand man peer realm martial art combat jet opportunity show lethal weapon jet debut didn lot jet fights aided computer effects detract ability precision romeo die noted singularly useless effect committed film ray effect appears times film showing effect bone crushing blows opponent homage famed ray scene sonny chiba streetfighter scenes pointless interfere pacing film film stopped video game inserted problem fight scenes familiar hong kong action films fantasies removed reality anime cartoon internal rhythm heartbeat speak choreography fight scenes hong kong film breath emotional resonance created performance direction editing romeo die staccato fight scene technically adroit amazing boring editing cuts battle hand simple set pattern rhythm monotonous hong kong film tempo heightening emotional impact rmd limited standard tempo allowing emotional content whatsoever fine difference found examining couple jackie chan films watch restaurant fight film rush hour notice context fight technically amazing flat framing cut warehouse fight rumble bronx heartbeat emotional draw doesn audience catch breath stops pauses dramatic effect work perfectly causing viewer astounded flabbergasted romeo die fight scenes emotional content character john wayne barroom brawl jet li grand personable screen presence shame full talents full effect day filmmakers stop making films numbers start embrace style emotion made hong kong action pictures commodity ll left emotionally hollow product replacement killer romeo die "	368	"Negative"
" competent member human race movie movie predict turn wedding singer hard predict films watching romantic comedies plot film advanced seconds minutes happen screen don care reasons simple adam sandler great drew barrymore great movie funny parts left gasping air laughing hard haven laughed hard movie austin powers sandler plays robby hart wedding singer dreams rock band writing music opening scenes happy lucky wedding singer partially enjoying profession good job talking drunk individual steve buscemi decides brother wedding good place world life point utter pointlessness week wedding left standing altar fianc linda angela featherstone life complete disarray meets julia barrymore waitress engaged glenn matthew glave marry months julia robby good friends enlists wedding plans predictably pretty clear glenn jerk robby julia love trite making film expected feel suspense watching wedding singer underestimated audience makes story bearable terrific costumes music performances barrymore simply adorable ve close pleasant acting job good doesn hurt character likable adequately written jerk played full force graves despicable villain romantic comedy ve naturally true star sandler guy flat hilarious isn funny delivery makes laugh comedic performance equals happy gilmore film proves hold leading man romantic comedy roles previous films kind sandler playing sandler wedding singer character time fit concerned succeeded film testimony fact range talents movie funny moment sings song julia claims uneven began writing good mood finished fianc abandoned part literally groping breath air film romantic comedies takes hiatus laughs end plot finish hilarious moments hour make slumps progress half formal complaints wedding singer aren important film predicable cares characters extremely likable movie ridiculously funny experience simply enjoyable addition imagine preview wanting film order conclude pointless written review laughed lot "	369	"Positive"
" lake placid marks entry series predator pics screen staple late post jaws revived recently godawful anaconda placid claims horror comedy directed guy house attempts humor funny deadpan seriousness anaconda paleontologist kelly scott bridget fonda maine examine tooth removed body bitten half lake discovering tooth belongs crocodile shouldn hemisphere kelly croc hunting game warden jack wells bill pullman sheriff hank keough brendan gleeson joined unwelcome guest hector cyr oliver platt scholar worships crocs searches world merry band meets mrs delores bickerman betty white weird lady lives lake expect movie lots shots camera eyes predator croc cam swimming dangling legs jaws music plays character hector obsessed croc stupidly endangers rest character insists predator possibly exist unlike slippery cousin anaconda lake placid present formulaic plot tongue cheek defeating result scary funny tedious director steve miner horror films resume including installments friday halloween screenwriter david kelley creator tv series ally mcbeal chicago hope doesn stomach chomp em flick body count surprisingly low doesn include major characters annoyingly kelly hector insist capture crocodile alive killing lake placid manages ways ll discover croc computer generated snake anaconda thirty foot monster crocodile doesn real moves quickly ways unnatural lake placid offers explanation giant crocodile maine lot semi mystical mumbo jumbo don crocodiles urban myth alligators sewers movie doesn offer explanation radioactive mutant creature outer space give audience hang disbelief pullman fonda plodding movie auto pilot time thinking killing agents wondering making movie marks end careers platt white hand giving efforts manage squeeze chuckles script "	370	"Negative"
"lengthy lousy words describe boring drama english patient great acting music cinematography nice dull plots characters made film hard follow ralph fiennes strange days schindler list gripping performance count laszlo almasy victim amnesia horrible burns world war ii italy story revolves past flashback form making confusing hana juliette binoche horseman roof boring war torn nurse made met indian end developing plot count almasy begins remember happened explained stranger willem dafoe basquiat love kirstin scott thomas mission impossible severely injured plane crash eventually died cave returned find dead heart broken flew dead body shot ground don wrong idea sound good trailer tempting good thing film hour tolerable hours minutes talking handle redeeming qualities film fine acting fiennes dafoe beautiful desert cinematography english patient full worthless scenes boredom wastes film "	371	"Negative"
" film opens expectant unwed mother sally played drew barrymore encounters baby father fast food drive window milkshake drives pursued military helicopter moment forward isn run mill romantic comedy home fries tells tale relationship sally dorian played luke wilson helicopter pilot kind connection sally care admit hint father sally unborn child taking personal professional interest finds work local fast food restaurant works fun movie lot fun comedic levels romantic comedy dark comedy romantic moments sweet sappy poignant moments dorian accompanies sally lamaze classes dark comedic moments memorable tale revenge funny father sally unborn child happened married man wife played catherine hara wonderful portrayal jealous wife targeting person affair people dirty work apologies sounds cryptic plot give rounding cast jake busey angus dorian overzealous brother daryl mitchell roy dorian trainer fast food restaurant dialogue sharp filled sappy overtones romantic nature plot complaints drew barrymore performance light screen moments doesn convincing movie filmed texas characters southern texan accents drew barrymore accent luke wilson doesn problem agile woman months pregnant movie viewers plot twists galore hilarious dark moments entertain "	372	"Positive"
" bright moments good verbal comedy feeling embarrassing sit bette midler dennis farina play lilly dan actress author married violently divorced back time daughter molly paula marshall wedding lilly dan hate passionately passionately sex wedding fall love ditches current spouse years runs molly married hours runs search irresponsible parents husband keith jamie denton console abandoned spouses molly search parents falls love lilly paparazzo joey danny nucci newlywed keith ends consoling dan wife rowena gail grady bed audience apparently thought adultery hilarious dan quayle thought bit creepy message ignore responsibilities unrepentantly fun fucking family values cruel movie played black comedy movie romantic comedy supposed rooting creeps reiner screenwriter leslie dixon make easier making victims unlikeable lilly husband age flake rambles emotional valet parking write irrelevant dan wife vain manipulative jealous write bitch molly husband career conscious centered republican politician thinks fat good measure fucked dan wife write prick falls love doesn justify actions movie main characters prick bitch defense movie redeemed funny dialog heated arguments average performances midler farina breaking character actor mold standard romantic comedy substandard gimmick "	373	"Negative"
" easy label sentimental tear jerking experienced heartache losing child life death movie choking sensation throat grief brother forgives costly mistake husband hugs wife long estrangement ocean drownings conjure memories ordinary people fact thing remotely connected ocean tap water toilet flushing literally happened movie lessons learnt don children class reunions don leave lobby michelle pfeiffer plays role highly strung wife mother trend started thousand acres fine day comment exceptionally fine strung movie nervous break veins temples bulge impressively whoopi golberg puts understated performance playing lesbian cop makes reach lollipop lastly ideal companions sort movie grandmother mind "	374	"Positive"
" christmas ralphie parker peter billingsley red ryder bb gun tree cautioned shoot eye ralphie remains optimistic conjuring detailed scheme good side parents teachers wanted passion ralphie bb gun story eternal struggle charming christmas story favorite holiday season boy easy ralphie endless desire bb gun transport back childhood craving gift christmas anxiety indescribable evoking pleasant childhood memories things christmas story features make film charming package holiday season period detail film based memoirs late humorist jean shepard shares experiences young boy living loving detail shepard narrates person point view divulging adventures snowy december visions taking aim bb gun replaced sugarplums dancing head shepard hand commentary situations downright hilarious witty warm metaphorical meanings ring perfectly essence comic timing top young billingsley stupefied reactions predicament absolutely perfect contrast narration director bob clark captures feel era wonderful technicality imagine accurate depiction christmas young ralphie mom dad melinda dillon mom darren mcgavin man perfect roles hard fathom agreeable pair requirements story possessing memorable trait instantly separates wooden caricatures featured instance bloodthirsty turkey hound forgiving understanding issues portraying writer persistent mild mannered young lad peter billingsley struck chord performance richly textured making humorous situations stumbles radiate flavor enjoyment brings comic situations plenty memorable moments christmas story moments undoubtedly improve comic potency viewing explore cherish partial word scene ralphie blurts shocking letter obscenity helping man yard shepard method handling amusing scenario short comic wizardry numerous sequences stick mind include famous department store santa scene billingsley problems telling saint nick tree ll finish note christmas story standout holiday movies captures meager minutes funny genuinely hilarious mention warm fluffy touching places plan making christmas story christmas tradition don "	375	"Positive"
" disney studios formula annual full length animated features pat hard remember watching moment mulan animated adventure latest case point tale focused strong central character female usual disney studios heroines ariel belle pocahontas mulan equal screen time heroes recent years add requisite love interest wise cracking sidekick pep soundtrack handful strategically show tunes introspective number pool mirror rousing anthem cutesy montage backed crowd pleaser pose threats engaging lead tie things neatly closing credits bob uncle make walt uncle kids doubt ga ga mulan fast food tie ins familiarity leave grown ups reviewer included wishing animated feature shock horror songs film cheeky chihuahua called pepe longs matador trinidad simply ditching sidekicks altogether isn gonna happen disney previous entries mulan slow make mark animation suffer slackness early humorous element madcap dragon wannabe guise loquacious lizard case dry mouth courtesy eddie murphy animated vocal talents plays inappropriate formula wise afterthought hour formula clicks highlights include spectacular cavalry charge snow covered pass due sophistication today computer generated imagery hard real thing memorable show stopping musical interlude ll make man penned matthew wilder david zippel mulan voiced ming na wen mulan disney strongest female character date hordes huns pour china great wall threaten overthrow imperial palace emperor decrees family land dispatch man serve imperial army mulan father infirm proud high spirited mulan steals father armor incognito signs face mongolian menace attracted distracted commanding officer shang wong mulan outmatches fellow combatants smarts wit physical ability woman couple millennia ahead time "	376	"Positive"
" fishy state universal ten years back unexpected success mad max road warrior post apocalypse nitty gritty survival yarns popular movies ve movies nature beach end world damnation alley ultimate warrior date smoothly straightforward haircuts classic western plot lone gunman town protects widow son evil organization possession critical resource water feed range mining claim grew venerable solid hero yarns virginian shane personal favorite patrick swayze movie called steel dawn fairly made small budget waterworld brings traditional lone gunman town rescue young widow daughter widow kid isn daughter idea lady helen played stunning jean tripplehorn isn chance stunning interesting mediocre unimaginative script child enola played tina majorino living proof child actor bad thing movie outshines material simple scene earth hundreds years polar ice caps melted produced water inundate entire planet remaining people live boats floating colonies survive trade theft piracy oil tanker survived centuries inhabitants called smokers gasoline engines running dearth replacement parts raw materials bad guys outboard engines fast moving boats airplanes jet skis enola found sea young girl mysterious map read tattooed back suspect early mythical dryland place trees crops animals grow plot hinges enola psycho ruler smokers deacon find dryland played typical lampooning rug chewing histrionics dennis hopper deacon thing movie close amusing performance laughable isn funny star producer kevin costner playing named lone denizen sea man called mariner turns gilled water breathing mutant webbed feet script ignores ineffectuality gills supplying oxygen support human metabolism ignores fact ice caps completely melted earth surface water ignores blatant impossibility cultures technology shown canned meat centuries ammunition fire decades fond tina majorino previous work impressed jean tripplehorn past accomplishments speechless costner dances wolves movie destroy careers movie cost hundred eighty million dollars haven percent cost turkey minutes material movie cost point million dollars minute make budget movie thirty movies paid years prime time sf tv series expensive fx work ten years sf tv series good digital fx sum movie beneath contempt offer script easily bettered people write comic books dc spent money national budget small nation dollar matinee ll find sneering time pass reflective surface weeks "	377	"Negative"
"synopsis bobby garfield yelchin lives small town mirthless widowed mother hope davis bobby world revolves friends spritely carol boorem day boarder arrives bobby house ted brautigan hopkins enigmatic man bobby takes liking bond bobby ted deepens bobby privy ted great secret event change lives forever review small enchanting movie hearts atlantis easily recalls king inspired coming age film stand terms setting sentiment conveys hearts tribute magic childhood summers days neverending means closest friends unlike stand supernatural element hearts key plot prominent stand character driven film benefits greatly superb casting yelchin good bobby finding good mix innocence resignation splendid boorem praised highly work spider simply radiant carol hopkins playing quiet introspective character ted nonetheless commands attention time onscreen successful davis strident elizabeth overly cartoonish found odd bobby carol friend sully death adult sets movie flashback framing device paid virtually attention hicks direction lovely cloying movie general lack incident ceases weave spell audience "	378	"Positive"
" real life julia roberts ugly underdog sister creepy catherine zeta jones reality reality megastar julia fricking roberts brother eric roberts picks crumbs stardom fall coattails blaze sky golden chariot reality america sweethearts opposite reality train wreck sell julia scruffy ran wears horn rimmed glasses overweight uh huh plot married mega movie stars gwen eddie zeta jones poor poor john cusack material worse year eve star vehicle release film called time time problem gwen eddie nasty separation press public forgiving meg dennis gosh director vanished film holding print hostage veteran pr agent lee billy crystal called clean mess throwing press junket nevada desert woo story reconciliation gwen eddie distracting stupid stupid film critics forgetting haven movie note sony studio executive thinks plot win points reviewing press check rehab mention gwen sister kiki roberts ride eddie fall love billy scamp script ve written peter tolan planet bedazzled roast hollywood celebrity funny crystal tells hollywood lying faces surprised check subscription people magazine expire scant zingers yeah se winces rules america sweethearts jokes aren funny pace choppy affair vanity project headlining star julia roberts billy crystal deliver bunch lame punch lines wrote didn time movie bad crystal screen time unequivocal focus film bad move billy jokes suck crotch humor outpaced meanness movie gags unsubtle sexual innuendo dripping scene movie earned pg rating mystery julia overcame lot spiteful writing acting make friend wedding winning film tooth smile save aware ugliness director joe roth turns goofy supporting characters hank azaria lisping spaniard christopher walken insane time time director alan arkin age guru fright wig crack wise stereotypes successful walken azaria preening queen supposed macho roth case don direcing revenge nerds ii launching movie studio revolution produced work back camera time years ll back drone america sweethearts appeal mouth breathing morons talk cell phones movies ll settle discussing movie worst sin sweethearts painfully contrived wholly unbelievable plot sentiment single character film arguable exception kiki simply hateful putting romantic comedy waste bunch villains leave theater ll jerks happy "	379	"Negative"
"contact movie ve times exact times big screen tv impressive film films independance day contact rare sci fi filmmaking story treated importantly special effects back id didn offer time delightful eye candy contact wonderfully presented story deals ellie arroway jodie foster radio astronomer preference study involves outdated technique listening sounds space interest field astronomy developed young age encouraged loving father ted david morse ellie small ham radio pick frequencies communicate people pensacola fl days internet chat rooms modern technologies aid search extra terrestrial intelligence program seti acronym ellie prefers pop pair headphones pick keeping youthful magic intrigue strongly alive ellie strong scientific basis essentially makes atheist belief influenced death father young puerto rico meets palmer joss matthew mcconaughey writer examining effects technology world happiness time seminary student describes man cloth cloth vast differences opinion supreme ellie palmer hit time sleep weak hurried relationship director zemeckis add plot dr david drumlin tom skerritt authority seti finds program frivolous waste time money ready pull plug seti funding leaves passionate ellie searching sponsors eventually finding setup mexico leaving palmer explanation night stand remember nm city months ellie finally picks strong signal outer space profound discovery history science signal closely examined developments spring long drumlin stepping operation scoffed eventually concluded information signal blueprints transportation device teleport earthling vega signal originated media swarms fanatics deep end scientists clamor information politicians huddle discussion actions presidents morphed celluloid reality remember zemeckis couldn forrest gump weren ellie discovery leads nation capital runs palmer contact based carl sagan deals heavily subject science religion impressive thing aspects presented signs bias arguments sides intelligent solid thought provoking palmer joins selection committee choose ambassador vega ellie leading candidate personal convictions play important role love interests question person doesn god representative earth planet higher power film wraps uncertain meant play advocate religion science modern day society wrong opinion speaking politically correctly ambiguity incentive don wrong sounds contact isn theology class rolled reel film highly enjoyable half hours seemingly heavy issues tedious undertaking watch film special effects outstanding warning highly depreciated small screen subtle visual effects unnoticed impressive recognizable sci fi storytelling rich complete moments film feel pretentious times hokey easily films sci fi films ve zemeckis back future forrest gump astronomically overrated zemeckis real reason boast "	380	"Positive"
"unzipped cinematic portrait isaac mizrahi artist palette fabric ostensibly film documentary term requires stretching meaning scenes staged great deal cutting pasting editing room cinema verite effect conceit genuine spontaneity premium aware playing camera actresses cindy crawford director douglas keeve mizrahi lover time freely admits couldn care truth interested capturing spirit love isaac fashion violating rule legitimate documentary film making unzipped remarkably enjoyable piece entertainment sheds light scenes world fashion industry presents fascinating incomplete picture designer mizrahi man perfect subject kind study funny energetic eminently quotable unusual views fashion women wanting cows mary tyler moore jackie kennedy shaped country style impossible style nowadays dogs unzipped glimpse creative process mizrahi turns idea dress imagine designer draws variety sources including nanook north bette davis movies enlists aid ouija board form collection unzipped traces mizrahi development fall line inception spring final fashion show highlights number prominent models including cindy crawford naomi campbell kate bush linda evangelista technical side number interesting choices made filming unzipped variety film stocks super mm black white mm color purpose simple artiness stock serves emotional key movie climactic fashion show color show audience perspective black white scenes sequences viewers put treatment unzipped isn expose fashion industry se keeve clips petulant models make viewer realize tame robert altman ready wear movie mizrahi viewed perspective unzipped succeed designer declares frustrating designing clothes beautiful liberating fits perfectly image unzipped constructed "	381	"Positive"
" thing worse watching bad movie realizing film lot potential ve effective case urban legend horror film time director jamie blanks idea movie mad slasher film muders people urban legends examples include killer backseat car person calls inside house killer wears bean parkas hood drawn completely face guess halloween masks style psychos days premise nifty opening scene spooky atmospheric good setup promises chills film takes movie takes place peaceful england college campus slasher flicks centers young female main character friends slowly killed knife wielding maniac case axe wielding maniac ve wondered killers don save lot time trouble person ultimately aim kill fine scene movie degenerates monotonous series annoying thought killer scares accompanied loud bursts music guess sudden sharp music chords passes terror days actual killer attack music blast slasher appears attacks victim eviscerated tedious cycle appears anew false scares moderation director blanks things aren scary movie commits biggest sin horror film commit frightening remember horror movie cliches mercilessly mocked scream scream movie adheres tons illogical moments inclination list don illogical summer popcorn movie sense type illogical fun film insults intelligence times care remember minutes degenerates lunacy ll laughing ll screaming won screaming acting barely called adequate script ve rewrite film manages strong points killings inventive plentiful satistfy gore fans intentionally funny moments exceeded unintentional film made technical standpoint part good scene prolonged cat mouse chase inside radio station sequences relied tautness suspense loud bursts music urban legend ve worth money "	382	"Negative"
"late lead female character julia stiles states greatest fear artificial conversation boyfriend freddie prinze jr irony statement lost audience members walked fallen asleep pathetic attempt romantic comedy film multi million dollar testament artificial filled characters motivation plot dialogue ring fake shallow step unquestionable disaster prinze plays college student intent playing field falls stiles freshman ed movie attempt string scenes sole purpose previous cute happy couple psychoanalyze pick song prinze dj mother lucie arnez explains couple song smells shampoo scratches chest morning make love standard romantic comedy style things fall couple make live happily exists realm normal logic scenes connect attempting sort surrealism handled poorly random stupid picnic scene involving key characters bizarre stretched logic people hanging knowing unusual amount screen time dedicated goat supporting characters remarkably flat insultingly ridiculous stiles friend rosario dawson pot head prinze roommate shawn hatosy girl crazy fool meet women porn stars zak orth selma blair famous porn stars frequently interviewed television college lecture circuit stars high budget costume epic porns shot film average porn star costume epic idea reason ridiculous outfit everytime screen porn angle exists couple stupid sex jokes porn star slutty existence make stiles jealous prinze tempted attempts drama means julia cry include pregnancy scare big break characters insipid forgiving viewer manipulated weak scenes happened cast full likable promising young actors stiles places writer director kris isacsson simply material weak seasoned pros pull fact film feels reworking year extremely unpleasant story teen audiences direction film school grad obvious stylish hugely conscious throws split screen pointless parody cops characters walking flashbacks characters hilariously cheesy airport meeting prinze stiles extras move fast motion couple moves extreme slow motion story told flashback style narrated prinze stiles directly addressing camera film row wing commander starring freddie prinze jr premiered aisles local blockbuster saved fate due fluke success doesn start making choices fast future films won lucky "	383	"Negative"
"hollywood dracula thing death pun intended honest shame good count frightening movie monsters people scared big green guy named frankenstein moves speed miles hour hell idea vampire frightening hell carried kind sensual feeling commonly horror films idea times exception dusk till dawn precisely fun watching original nosferatu back times making movies horror movies considered art form make cash nowadays film art ve horror fan years day horror film cover intellectual ground film covers backtrack minute intellectual ground don nosferatu tackles philosophical questions order film work intended bit thinking involved modern slasher movies friday simply sit back chair frightened gore shown movies made grader good makeup kit movies require viewer pay attention ponder happening screen movie barely violence blood gore thinking man slasher flick nosferatu title orlock max shreck strange hermit count film opens home buy employs hutter gustav von wangenhein real estate salesman effect nice home fiancee named ellen greta schroeder orders boss hutter treks transylvanian mountains visit orlock castle speak home door hutter morning wakes find teeth marks neck good sign discovers reading count nosferatu vampire undead feeds blood living humans time pieces late orlock embarked hutter hometown boat hutter reach destination time save fiancee deadly clutches count orlock character orlock dracula reason changed unauthorized account bram strocker thought interesting side note fine film purchasing copy arrow entertainment digitally restored cut stores version maunau original masterpiece movie sporting soundtrack band type negative color tinting version lang metropolis arrow entertainment bringing classic attention wider audience skipped alas watching movies originally intended bag newer modern version suggest investing money copy pop vcr enjoy ll future viewings turn color television hit mute turn bach mozart dim lights prepare view greatest films made "	384	"Positive"
